pair_id,source,destination,step,cur_node,event,best_cost,ar,path
2,0,3,0,1,REROUTE,400.33,127.63,1-2-3
2,0,3,1,2,TRIGGER_KEPT,400.33,280.58,1-2-3
2,0,3,2,3,OK,400.33,400.80,1-2-3
3,1,8,0,5,REROUTE,275.76,124.50,5-8
3,1,8,1,8,OK,275.76,284.72,5-8
4,1,9,0,5,REROUTE,333.02,129.38,5-9
4,1,9,1,9,OK,333.02,341.47,5-9
5,2,8,0,1,OK,371.50,112.23,2-1-5-8
5,2,8,1,5,REROUTE,416.30,240.81,5-8
5,2,8,2,8,OK,416.30,426.73,5-8
6,2,9,0,6,OK,290.50,129.27,2-6-9
6,2,9,1,9,OK,290.50,293.68,2-6-9
7,3,9,0,2,OK,390.50,100.00,3-2-6-9
7,3,9,1,6,TRIGGER_KEPT,390.50,241.36,3-2-6-9
7,3,9,2,9,OK,390.50,431.77,3-2-6-9
8,4,7,0,5,REROUTE,389.81,130.88,5-6-7
8,4,7,1,6,OK,389.81,264.96,5-6-7
8,4,7,2,7,OK,389.81,389.22,5-6-7
9,4,9,0,8,REROUTE,307.82,179.78,8-9
9,4,9,1,9,OK,307.82,306.81,8-9
10,5,9,0,9,OK,208.81,233.56,5-9
11,6,9,0,9,OK,166.00,177.01,6-9
12,7,0,0,3,OK,432.50,115.35,7-3-2-1-0
12,7,0,1,2,OK,432.50,215.35,7-3-2-1-0
12,7,0,2,1,TRIGGER_KEPT,432.50,321.61,7-3-2-1-0
12,7,0,3,0,OK,432.50,439.82,7-3-2-1-0
13,7,9,0,6,TRIGGER_KEPT,287.00,129.12,7-6-9
13,7,9,1,9,OK,287.00,304.67,7-6-9
14,8,1,0,5,OK,212.50,112.83,8-5-1
14,8,1,1,1,OK,212.50,216.05,8-5-1
15,9,0,0,8,OK,355.09,102.26,9-8-4-0
15,9,0,1,4,REROUTE,367.16,252.69,4-0
15,9,0,2,0,OK,367.16,369.27,4-0
16,9,3,0,6,OK,343.50,126.66,9-6-2-3
16,9,3,1,2,TRIGGER_KEPT,343.50,245.65,9-6-2-3
16,9,3,2,3,OK,343.50,361.47,9-6-2-3
0,0,9,0,1,OK,420.59,119.11,0-1-5-9
0,0,9,1,5,TRIGGER_KEPT,420.59,255.28,0-1-5-9
0,0,9,2,9,OK,420.59,445.76,0-1-5-9
1,0,7,0,1,REROUTE,488.62,121.87,1-5-6-7
1,0,7,1,5,TRIGGER_KEPT,488.62,252.15,1-5-6-7
1,0,7,2,6,OK,488.62,376.50,1-5-6-7
1,0,7,3,7,OK,488.62,484.89,1-5-6-7
2,0,3,0,1,TRIGGER_KEPT,370.00,131.01,0-1-2-3
2,0,3,1,2,TRIGGER_KEPT,370.00,301.45,0-1-2-3
2,0,3,2,3,OK,370.00,401.45,0-1-2-3
3,1,8,0,5,OK,252.50,116.65,1-5-8
3,1,8,1,8,OK,252.50,280.31,1-5-8
4,1,9,0,5,TRIGGER_KEPT,305.59,117.64,1-5-9
4,1,9,1,9,OK,305.59,304.73,1-5-9
5,2,8,0,1,OK,362.50,110.16,2-1-5-8
5,2,8,1,5,TRIGGER_KEPT,362.50,241.19,2-1-5-8
5,2,8,2,8,OK,362.50,395.61,2-1-5-8
6,2,9,0,6,REROUTE,283.51,128.58,6-9
6,2,9,1,9,OK,283.51,286.75,6-9
7,3,9,0,2,OK,372.50,100.00,3-2-6-9
7,3,9,1,6,OK,372.50,227.50,3-2-6-9
7,3,9,2,9,OK,372.50,393.40,3-2-6-9
8,4,7,0,5,TRIGGER_KEPT,369.17,140.31,4-5-6-7
8,4,7,1,6,OK,369.17,263.29,4-5-6-7
8,4,7,2,7,OK,369.17,363.29,4-5-6-7
9,4,9,0,5,TRIGGER_KEPT,390.00,132.14,4-5-8-9
9,4,9,1,8,OK,390.00,281.53,4-5-8-9
9,4,9,2,9,OK,390.00,409.60,4-5-8-9
10,5,9,0,9,OK,193.09,221.50,5-9
11,6,9,0,9,OK,152.50,172.41,6-9
12,7,0,0,3,OK,432.50,117.48,7-3-2-1-0
12,7,0,1,2,OK,432.50,217.48,7-3-2-1-0
12,7,0,2,1,OK,432.50,317.48,7-3-2-1-0
12,7,0,3,0,OK,432.50,435.68,7-3-2-1-0
13,7,9,0,6,REROUTE,282.93,121.41,6-9
13,7,9,1,9,OK,282.93,294.22,6-9
14,8,1,0,5,OK,212.50,113.66,8-5-1
14,8,1,1,1,OK,212.50,220.74,8-5-1
15,9,0,0,8,OK,350.59,102.79,9-8-4-0
15,9,0,1,4,REROUTE,363.39,256.04,4-0
15,9,0,2,0,OK,363.39,367.62,4-0
16,9,3,0,6,REROUTE,347.38,135.07,6-2-3
16,9,3,1,2,OK,347.38,250.73,6-2-3
16,9,3,2,3,OK,347.38,350.73,6-2-3
0,0,9,0,4,TRIGGER_KEPT,472.25,158.47,0-4-8-9
0,0,9,1,8,REROUTE,443.32,323.74,8-9
0,0,9,2,9,OK,443.32,441.48,8-9
1,0,7,0,1,REROUTE,543.85,138.63,1-5-6-7
1,0,7,1,5,TRIGGER_KEPT,543.85,307.64,1-5-6-7
1,0,7,2,6,OK,543.85,439.49,1-5-6-7
1,0,7,3,7,OK,543.85,552.32,1-5-6-7
2,0,3,0,1,TRIGGER_KEPT,382.00,127.31,0-1-2-3
2,0,3,1,2,REROUTE,402.05,288.92,2-3
2,0,3,2,3,OK,402.05,406.32,2-3
3,1,8,0,5,TRIGGER_KEPT,279.50,144.86,1-5-8
3,1,8,1,8,OK,279.50,307.56,1-5-8
4,1,9,0,5,TRIGGER_KEPT,334.07,149.53,1-5-9
4,1,9,1,9,OK,334.07,420.29,1-5-9
5,2,8,0,6,TRIGGER_KEPT,386.50,125.84,2-6-5-8
5,2,8,1,5,OK,386.50,246.55,2-6-5-8
5,2,8,2,8,OK,386.50,410.72,2-6-5-8
6,2,9,0,6,TRIGGER_KEPT,286.00,131.50,2-6-9
6,2,9,1,9,OK,286.00,361.52,2-6-9
7,3,9,0,2,OK,392.00,109.97,3-2-6-9
7,3,9,1,6,OK,392.00,236.17,3-2-6-9
7,3,9,2,9,OK,392.00,415.45,3-2-6-9
8,4,7,0,5,REROUTE,399.21,142.63,5-6-7
8,4,7,1,6,OK,399.21,271.63,5-6-7
8,4,7,2,7,OK,399.21,393.64,5-6-7
9,4,9,0,8,REROUTE,307.18,179.85,8-9
9,4,9,1,9,OK,307.18,307.73,8-9
10,5,9,0,9,OK,203.57,208.98,5-9
11,6,9,0,9,OK,166.00,171.37,6-9
12,7,0,0,6,REROUTE,445.96,120.32,6-5-4-0
12,7,0,1,5,OK,445.96,242.02,6-5-4-0
12,7,0,2,4,OK,445.96,345.33,6-5-4-0
12,7,0,3,0,OK,445.96,449.80,6-5-4-0
13,7,9,0,6,REROUTE,306.34,120.99,6-9
13,7,9,1,9,OK,306.34,330.47,6-9
14,8,1,0,5,TRIGGER_KEPT,212.50,115.77,8-5-1
14,8,1,1,1,OK,212.50,216.44,8-5-1
15,9,0,0,5,TRIGGER_KEPT,360.59,161.54,9-5-4-0
15,9,0,1,4,OK,360.59,261.54,9-5-4-0
15,9,0,2,0,OK,360.59,370.80,9-5-4-0
16,9,3,0,6,OK,343.50,131.07,9-6-2-3
16,9,3,1,2,OK,343.50,244.11,9-6-2-3
16,9,3,2,3,OK,343.50,362.62,9-6-2-3
0,0,9,0,1,OK,434.83,119.38,0-1-5-9
0,0,9,1,5,TRIGGER_KEPT,434.83,257.82,0-1-5-9
0,0,9,2,9,OK,434.83,466.51,0-1-5-9
1,0,7,0,4,REROUTE,557.09,163.45,4-5-6-7
1,0,7,1,5,REROUTE,577.99,314.59,5-6-7
1,0,7,2,6,OK,577.99,460.69,5-6-7
1,0,7,3,7,OK,577.99,576.23,5-6-7
2,0,3,0,1,TRIGGER_KEPT,376.00,133.16,0-1-2-3
2,0,3,1,2,TRIGGER_KEPT,376.00,320.76,0-1-2-3
2,0,3,2,3,OK,376.00,435.40,0-1-2-3
3,1,8,0,5,TRIGGER_KEPT,266.00,128.24,1-5-8
3,1,8,1,8,OK,266.00,301.30,1-5-8
4,1,9,0,5,TRIGGER_KEPT,319.83,129.35,1-5-9
4,1,9,1,9,OK,319.83,358.00,1-5-9
5,2,8,0,1,REROUTE,410.45,124.25,1-5-8
5,2,8,1,5,REROUTE,429.33,265.54,5-8
5,2,8,2,8,OK,429.33,440.87,5-8
6,2,9,0,6,TRIGGER_KEPT,295.00,142.60,2-6-9
6,2,9,1,9,OK,295.00,346.99,2-6-9
7,3,9,0,2,OK,395.00,100.00,3-2-6-9
7,3,9,1,6,TRIGGER_KEPT,395.00,251.79,3-2-6-9
7,3,9,2,9,OK,395.00,416.13,3-2-6-9
8,4,7,0,5,TRIGGER_KEPT,379.67,145.58,4-5-6-7
8,4,7,1,6,OK,379.67,278.30,4-5-6-7
8,4,7,2,7,OK,379.67,400.00,4-5-6-7
9,4,9,0,8,REROUTE,331.22,196.11,8-9
9,4,9,1,9,OK,331.22,332.58,8-9
10,5,9,0,9,OK,198.33,214.67,5-9
11,6,9,0,9,OK,166.00,185.95,6-9
12,7,0,0,3,OK,432.50,117.37,7-3-2-1-0
12,7,0,1,2,OK,432.50,217.37,7-3-2-1-0
12,7,0,2,1,REROUTE,513.61,398.17,1-0
12,7,0,3,0,OK,513.61,518.25,1-0
13,7,9,0,6,TRIGGER_KEPT,281.00,120.54,7-6-9
13,7,9,1,9,OK,281.00,343.26,7-6-9
14,8,1,0,5,OK,212.50,112.17,8-5-1
14,8,1,1,1,OK,212.50,214.88,8-5-1
15,9,0,0,8,OK,355.09,102.45,9-8-4-0
15,9,0,1,4,REROUTE,373.66,256.48,4-0
15,9,0,2,0,OK,373.66,374.48,4-0
16,9,3,0,6,REROUTE,357.25,135.54,6-2-3
16,9,3,1,2,TRIGGER_KEPT,357.25,253.95,6-2-3
16,9,3,2,3,OK,357.25,366.82,6-2-3
0,0,9,0,1,TRIGGER_KEPT,420.59,139.96,0-1-5-9
0,0,9,1,5,OK,420.59,266.09,0-1-5-9
0,0,9,2,9,OK,420.59,536.80,0-1-5-9
1,0,7,0,1,TRIGGER_KEPT,475.00,129.16,0-1-5-6-7
1,0,7,1,5,OK,475.00,253.62,0-1-5-6-7
1,0,7,2,6,OK,475.00,379.55,0-1-5-6-7
1,0,7,3,7,OK,475.00,482.84,0-1-5-6-7
2,0,3,0,1,REROUTE,390.23,125.98,1-2-3
2,0,3,1,2,TRIGGER_KEPT,390.23,307.13,1-2-3
2,0,3,2,3,OK,390.23,407.13,1-2-3
3,1,8,0,5,REROUTE,270.90,118.67,5-8
3,1,8,1,8,OK,270.90,288.50,5-8
4,1,9,0,5,TRIGGER_KEPT,305.59,120.95,1-5-9
4,1,9,1,9,OK,305.59,324.78,1-5-9
5,2,8,0,6,REROUTE,397.97,126.04,6-9-8
5,2,8,1,9,TRIGGER_KEPT,397.97,317.83,6-9-8
5,2,8,2,8,OK,397.97,417.83,6-9-8
6,2,9,0,1,OK,415.59,113.89,2-1-5-9
6,2,9,1,5,TRIGGER_KEPT,415.59,237.00,2-1-5-9
6,2,9,2,9,OK,415.59,453.67,2-1-5-9
7,3,9,0,2,OK,372.50,100.00,3-2-6-9
7,3,9,1,6,TRIGGER_KEPT,372.50,239.77,3-2-6-9
7,3,9,2,9,OK,372.50,379.44,3-2-6-9
8,4,7,0,5,TRIGGER_KEPT,369.17,133.55,4-5-6-7
