timestamp,road_id,congestion_level,congestion_coefficient,road_condition_factor,travel_time_minutes,expected_travel_time
2024-01-21 04:00:00,0,4,2.0,3600.0,2.28,1.8
2024-01-21 05:00:00,0,4,2.0,3600.0,2.68,1.8
2024-01-21 06:00:00,0,4,2.0,3600.0,2.45,1.8
2024-01-21 07:00:00,0,4,2.0,3600.0,7.9,1.8
2024-01-21 08:00:00,0,4,2.0,3600.0,5.89,1.8
2024-01-21 09:00:00,0,4,2.0,3600.0,3.34,1.8
2024-01-21 10:00:00,0,4,2.0,3600.0,8.77,1.8
2024-01-21 11:00:00,0,4,2.0,3600.0,1.97,1.8
2024-01-21 12:00:00,0,4,2.0,3600.0,2.59,1.8
2024-01-21 13:00:00,0,4,2.0,3600.0,4.08,1.8
2024-01-21 14:00:00,0,4,2.0,3600.0,1.93,1.8
2024-01-21 15:00:00,0,4,2.0,3600.0,3.94,1.8
2024-01-21 16:00:00,0,4,2.0,3600.0,2.02,1.8
2024-01-21 17:00:00,0,4,2.0,3600.0,4.2,1.8
2024-01-21 18:00:00,0,4,2.0,3600.0,8.96,1.8
2024-01-21 19:00:00,0,4,2.0,3600.0,5.2,1.8
2024-01-21 20:00:00,0,4,2.0,3600.0,3.59,1.8
2024-01-21 21:00:00,0,4,2.0,3600.0,2.48,1.8
2024-01-21 22:00:00,0,4,2.0,3600.0,1.84,1.8
2024-01-21 23:00:00,0,4,2.0,3600.0,1.95,1.8
2024-01-15 00:00:00,1,0,0.0,800.0,1.66,1.2
2024-01-15 01:00:00,1,0,0.0156,812.5,1.27,1.2
2024-01-15 02:00:00,1,0,0.0109,808.75,1.59,1.2
2024-01-15 03:00:00,1,0,0.0,800.0,1.59,1.2
2024-01-15 04:00:00,1,0,0.0453,836.25,1.69,1.2
2024-01-15 05:00:00,1,0,0.0438,835.0,1.77,1.2
2024-01-15 06:00:00,1,1,0.2297,983.75,1.69,1.2
2024-01-15 07:00:00,1,1,0.4297,1143.75,4.78,1.2
2024-01-15 08:00:00,1,3,0.8078,1446.25,2.03,1.2
2024-01-15 09:00:00,1,3,1.0625,1650.0,2.15,1.2
2024-01-15 10:00:00,1,3,1.1375,1710.0,3.11,1.2
2024-01-15 11:00:00,1,4,1.4188,1935.0,1.89,1.2
2024-01-15 12:00:00,1,4,1.7297,2183.75,1.5,1.2
2024-01-15 13:00:00,1,4,1.9859,2388.75,2.51,1.2
2024-01-15 14:00:00,1,4,2.0,2400.0,2.39,1.2
2024-01-15 15:00:00,1,4,2.0,2400.0,2.64,1.2
2024-01-15 16:00:00,1,4,2.0,2400.0,2.31,1.2
2024-01-15 17:00:00,1,4,2.0,2400.0,3.56,1.2
2024-01-15 18:00:00,1,4,2.0,2400.0,4.58,1.2
2024-01-15 19:00:00,1,4,2.0,2400.0,2.19,1.2
2024-01-15 20:00:00,1,4,2.0,2400.0,3.42,1.2
2024-01-15 21:00:00,1,4,2.0,2400.0,1.66,1.2
2024-01-15 22:00:00,1,4,2.0,2400.0,1.33,1.2
2024-01-15 23:00:00,1,4,2.0,2400.0,1.27,1.2
2024-01-16 00:00:00,1,4,2.0,2400.0,1.54,1.2
2024-01-16 01:00:00,1,4,2.0,2400.0,1.74,1.2
2024-01-16 02:00:00,1,4,2.0,2400.0,1.53,1.2
2024-01-16 03:00:00,1,4,2.0,2400.0,1.59,1.2
2024-01-16 04:00:00,1,4,2.0,2400.0,1.3,1.2
2024-01-16 05:00:00,1,4,2.0,2400.0,1.64,1.2
2024-01-16 06:00:00,1,4,2.0,2400.0,1.31,1.2
2024-01-16 07:00:00,1,4,2.0,2400.0,2.58,1.2
2024-01-16 08:00:00,1,4,2.0,2400.0,2.29,1.2
2024-01-16 09:00:00,1,4,2.0,2400.0,2.4,1.2
2024-01-16 10:00:00,1,4,2.0,2400.0,5.64,1.2
2024-01-16 11:00:00,1,4,2.0,2400.0,1.77,1.2
2024-01-16 12:00:00,1,4,2.0,2400.0,1.54,1.2
2024-01-16 13:00:00,1,4,2.0,2400.0,2.9,1.2
2024-01-16 14:00:00,1,4,2.0,2400.0,2.33,1.2
2024-01-16 15:00:00,1,4,2.0,2400.0,1.22,1.2
2024-01-16 16:00:00,1,4,2.0,2400.0,1.97,1.2
2024-01-16 17:00:00,1,4,2.0,2400.0,3.34,1.2
2024-01-16 18:00:00,1,4,2.0,2400.0,2.7,1.2
2024-01-16 19:00:00,1,4,2.0,2400.0,5.81,1.2
2024-01-16 20:00:00,1,4,2.0,2400.0,4.27,1.2
2024-01-16 21:00:00,1,4,2.0,2400.0,1.54,1.2
2024-01-16 22:00:00,1,4,2.0,2400.0,1.46,1.2
2024-01-16 23:00:00,1,4,2.0,2400.0,1.35,1.2
2024-01-17 00:00:00,1,4,2.0,2400.0,1.73,1.2
2024-01-17 01:00:00,1,4,2.0,2400.0,1.75,1.2
2024-01-17 02:00:00,1,4,2.0,2400.0,1.52,1.2
2024-01-17 03:00:00,1,4,2.0,2400.0,1.85,1.2
2024-01-17 04:00:00,1,4,2.0,2400.0,1.33,1.2
2024-01-17 05:00:00,1,4,2.0,2400.0,1.34,1.2
2024-01-17 06:00:00,1,4,2.0,2400.0,1.38,1.2
2024-01-17 07:00:00,1,4,2.0,2400.0,2.1,1.2
2024-01-17 08:00:00,1,4,2.0,2400.0,5.45,1.2
2024-01-17 09:00:00,1,4,2.0,2400.0,2.73,1.2
2024-01-17 10:00:00,1,4,2.0,2400.0,2.78,1.2
2024-01-17 11:00:00,1,4,2.0,2400.0,2.28,1.2
2024-01-17 12:00:00,1,4,2.0,2400.0,2.0,1.2
2024-01-17 13:00:00,1,4,2.0,2400.0,2.75,1.2
2024-01-17 14:00:00,1,4,2.0,2400.0,2.27,1.2
2024-01-17 15:00:00,1,4,2.0,2400.0,2.36,1.2
2024-01-17 16:00:00,1,4,2.0,2400.0,1.73,1.2
2024-01-17 17:00:00,1,4,2.0,2400.0,2.36,1.2
2024-01-17 18:00:00,1,4,2.0,2400.0,3.4,1.2
2024-01-17 19:00:00,1,4,2.0,2400.0,3.15,1.2
2024-01-17 20:00:00,1,4,2.0,2400.0,1.98,1.2
2024-01-17 21:00:00,1,4,2.0,2400.0,1.32,1.2
2024-01-17 22:00:00,1,4,2.0,2400.0,1.66,1.2
2024-01-17 23:00:00,1,4,2.0,2400.0,1.41,1.2
2024-01-18 00:00:00,1,4,2.0,2400.0,1.59,1.2
2024-01-18 01:00:00,1,4,2.0,2400.0,1.47,1.2
2024-01-18 02:00:00,1,4,2.0,2400.0,1.56,1.2
2024-01-18 03:00:00,1,4,2.0,2400.0,1.36,1.2
2024-01-18 04:00:00,1,4,2.0,2400.0,1.43,1.2
2024-01-18 05:00:00,1,4,2.0,2400.0,1.65,1.2
2024-01-18 06:00:00,1,4,2.0,2400.0,1.39,1.2
2024-01-18 07:00:00,1,4,2.0,2400.0,4.28,1.2
2024-01-18 08:00:00,1,4,2.0,2400.0,5.15,1.2
2024-01-18 09:00:00,1,4,2.0,2400.0,4.2,1.2
2024-01-18 10:00:00,1,4,2.0,2400.0,4.16,1.2
2024-01-18 11:00:00,1,4,2.0,2400.0,2.51,1.2
2024-01-18 12:00:00,1,4,2.0,2400.0,2.98,1.2
2024-01-18 13:00:00,1,4,2.0,2400.0,2.38,1.2
2024-01-18 14:00:00,1,4,2.0,2400.0,2.29,1.2
2024-01-18 15:00:00,1,4,2.0,2400.0,1.83,1.2
2024-01-18 16:00:00,1,4,2.0,2400.0,2.45,1.2
2024-01-18 17:00:00,1,4,2.0,2400.0,4.35,1.2
2024-01-18 18:00:00,1,4,2.0,2400.0,5.27,1.2
2024-01-18 19:00:00,1,4,2.0,2400.0,2.16,1.2
2024-01-18 20:00:00,1,4,2.0,2400.0,4.23,1.2
2024-01-18 21:00:00,1,4,2.0,2400.0,1.42,1.2
2024-01-18 22:00:00,1,4,2.0,2400.0,1.81,1.2
2024-01-18 23:00:00,1,4,2.0,2400.0,1.59,1.2
2024-01-19 00:00:00,1,4,2.0,2400.0,1.39,1.2
2024-01-19 01:00:00,1,4,2.0,2400.0,1.33,1.2
2024-01-19 02:00:00,1,4,2.0,2400.0,1.76,1.2
2024-01-19 03:00:00,1,4,2.0,2400.0,1.7,1.2
2024-01-19 04:00:00,1,4,2.0,2400.0,1.51,1.2
2024-01-19 05:00:00,1,4,2.0,2400.0,1.41,1.2
2024-01-19 06:00:00,1,4,2.0,2400.0,1.76,1.2
2024-01-19 07:00:00,1,4,2.0,2400.0,2.0,1.2
2024-01-19 08:00:00,1,4,2.0,2400.0,1.64,1.2
2024-01-19 09:00:00,1,4,2.0,2400.0,1.95,1.2
2024-01-19 10:00:00,1,4,2.0,2400.0,2.14,1.2
2024-01-19 11:00:00,1,4,2.0,2400.0,1.27,1.2
2024-01-19 12:00:00,1,4,2.0,2400.0,1.52,1.2
2024-01-19 13:00:00,1,4,2.0,2400.0,1.28,1.2
2024-01-19 14:00:00,1,4,2.0,2400.0,1.22,1.2
2024-01-19 15:00:00,1,4,2.0,2400.0,1.54,1.2
2024-01-19 16:00:00,1,4,2.0,2400.0,1.36,1.2
2024-01-19 17:00:00,1,4,2.0,2400.0,1.29,1.2
2024-01-19 18:00:00,1,4,2.0,2400.0,1.25,1.2
2024-01-19 19:00:00,1,4,2.0,2400.0,2.05,1.2
2024-01-19 20:00:00,1,4,2.0,2400.0,2.02,1.2
2024-01-19 21:00:00,1,4,2.0,2400.0,1.48,1.2
2024-01-19 22:00:00,1,4,2.0,2400.0,1.36,1.2
2024-01-19 23:00:00,1,4,2.0,2400.0,1.47,1.2
2024-01-20 00:00:00,1,4,2.0,2400.0,1.26,1.2
2024-01-20 01:00:00,1,4,2.0,2400.0,1.26,1.2
2024-01-20 02:00:00,1,4,2.0,2400.0,1.28,1.2
2024-01-20 03:00:00,1,4,2.0,2400.0,1.26,1.2
2024-01-20 04:00:00,1,4,2.0,2400.0,1.63,1.2
2024-01-20 05:00:00,1,4,2.0,2400.0,1.52,1.2
2024-01-20 06:00:00,1,4,2.0,2400.0,1.27,1.2
2024-01-20 07:00:00,1,4,2.0,2400.0,1.79,1.2
2024-01-20 08:00:00,1,4,2.0,2400.0,1.24,1.2
2024-01-20 09:00:00,1,4,2.0,2400.0,1.66,1.2
2024-01-20 10:00:00,1,4,2.0,2400.0,2.05,1.2
2024-01-20 11:00:00,1,4,2.0,2400.0,1.54,1.2
2024-01-20 12:00:00,1,4,2.0,2400.0,1.26,1.2
2024-01-20 13:00:00,1,4,2.0,2400.0,1.63,1.2
2024-01-20 14:00:00,1,4,2.0,2400.0,1.21,1.2
2024-01-20 15:00:00,1,4,2.0,2400.0,1.38,1.2
2024-01-20 16:00:00,1,4,2.0,2400.0,1.61,1.2
2024-01-20 17:00:00,1,4,2.0,2400.0,2.84,1.2
2024-01-20 18:00:00,1,4,2.0,2400.0,1.95,1.2
2024-01-20 19:00:00,1,4,2.0,2400.0,1.42,1.2
2024-01-20 20:00:00,1,4,2.0,2400.0,1.63,1.2
2024-01-20 21:00:00,1,4,2.0,2400.0,1.91,1.2
2024-01-20 22:00:00,1,4,2.0,2400.0,1.78,1.2
2024-01-20 23:00:00,1,4,2.0,2400.0,1.47,1.2
2024-01-21 00:00:00,1,4,2.0,2400.0,1.82,1.2
2024-01-21 01:00:00,1,4,2.0,2400.0,1.25,1.2
2024-01-21 02:00:00,1,4,2.0,2400.0,1.25,1.2
2024-01-21 03:00:00,1,4,2.0,2400.0,1.59,1.2
2024-01-21 04:00:00,1,4,2.0,2400.0,1.33,1.2
2024-01-21 05:00:00,1,4,2.0,2400.0,1.64,1.2
2024-01-21 06:00:00,1,4,2.0,2400.0,1.44,1.2
2024-01-21 07:00:00,1,4,2.0,2400.0,4.43,1.2
2024-01-21 08:00:00,1,4,2.0,2400.0,5.48,1.2
2024-01-21 09:00:00,1,4,2.0,2400.0,2.16,1.2
2024-01-21 10:00:00,1,4,2.0,2400.0,4.51,1.2
2024-01-21 11:00:00,1,4,2.0,2400.0,1.45,1.2
2024-01-21 12:00:00,1,4,2.0,2400.0,1.4,1.2
2024-01-21 13:00:00,1,4,2.0,2400.0,2.51,1.2
2024-01-21 14:00:00,1,4,2.0,2400.0,1.62,1.2
2024-01-21 15:00:00,1,4,2.0,2400.0,1.98,1.2
2024-01-21 16:00:00,1,4,2.0,2400.0,1.37,1.2
2024-01-21 17:00:00,1,4,2.0,2400.0,2.49,1.2
2024-01-21 18:00:00,1,4,2.0,2400.0,5.58,1.2
2024-01-21 19:00:00,1,4,2.0,2400.0,5.44,1.2
2024-01-21 20:00:00,1,4,2.0,2400.0,2.84,1.2
2024-01-21 21:00:00,1,4,2.0,2400.0,1.4,1.2
2024-01-21 22:00:00,1,4,2.0,2400.0,1.75,1.2
2024-01-21 23:00:00,1,4,2.0,2400.0,1.3,1.2
2024-01-15 00:00:00,2,0,0.0762,1076.25,1.83,1.5
2024-01-15 01:00:00,2,0,0.0975,1097.5,2.27,1.5
2024-01-15 02:00:00,2,0,0.0762,1076.25,1.91,1.5
2024-01-15 03:00:00,2,0,0.0738,1073.75,1.94,1.5
2024-01-15 04:00:00,2,0,0.13,1130.0,1.81,1.5
2024-01-15 05:00:00,2,0,0.17,1170.0,1.56,1.5
2024-01-15 06:00:00,2,1,0.4462,1446.25,2.16,1.5
2024-01-15 07:00:00,2,1,0.32,1320.0,4.46,1.5
2024-01-15 08:00:00,2,1,0.3662,1366.25,2.57,1.5
2024-01-15 09:00:00,2,3,1.0438,2043.75,2.91,1.5
2024-01-15 10:00:00,2,3,1.0675,2067.5,3.82,1.5
2024-01-15 11:00:00,2,3,1.03,2030.0,2.06,1.5
2024-01-15 12:00:00,2,4,1.2025,2202.5,1.98,1.5
2024-01-15 13:00:00,2,4,1.23,2230.0,2.85,1.5
2024-01-15 14:00:00,2,4,1.3375,2337.5,2.54,1.5
2024-01-15 15:00:00,2,4,1.5788,2578.75,2.71,1.5
2024-01-15 16:00:00,2,4,1.5562,2556.25,3.43,1.5
2024-01-15 17:00:00,2,4,1.85,2850.0,4.69,1.5
2024-01-15 18:00:00,2,4,1.6025,2602.5,4.25,1.5
2024-01-15 19:00:00,2,4,1.735,2735.0,3.4,1.5
2024-01-15 20:00:00,2,4,2.0,3000.0,5.27,1.5
2024-01-15 21:00:00,2,4,2.0,3000.0,1.54,1.5
2024-01-15 22:00:00,2,4,2.0,3000.0,1.6,1.5
2024-01-15 23:00:00,2,4,2.0,3000.0,1.77,1.5
2024-01-16 00:00:00,2,4,2.0,3000.0,2.24,1.5
2024-01-16 01:00:00,2,4,2.0,3000.0,1.77,1.5
2024-01-16 02:00:00,2,4,2.0,3000.0,2.11,1.5
2024-01-16 03:00:00,2,4,2.0,3000.0,2.1,1.5
2024-01-16 04:00:00,2,4,2.0,3000.0,1.66,1.5
2024-01-16 05:00:00,2,4,2.0,3000.0,2.32,1.5
2024-01-16 06:00:00,2,4,2.0,3000.0,1.76,1.5
2024-01-16 07:00:00,2,4,2.0,3000.0,3.84,1.5
2024-01-16 08:00:00,2,4,2.0,3000.0,2.68,1.5
2024-01-16 09:00:00,2,4,2.0,3000.0,2.72,1.5
2024-01-16 10:00:00,2,4,2.0,3000.0,4.49,1.5
2024-01-16 11:00:00,2,4,2.0,3000.0,2.32,1.5
2024-01-16 12:00:00,2,4,2.0,3000.0,1.51,1.5
2024-01-16 13:00:00,2,4,2.0,3000.0,2.62,1.5
2024-01-16 14:00:00,2,4,2.0,3000.0,3.23,1.5
2024-01-16 15:00:00,2,4,2.0,3000.0,1.75,1.5
2024-01-16 16:00:00,2,4,2.0,3000.0,3.95,1.5
2024-01-16 17:00:00,2,4,2.0,3000.0,6.73,1.5
2024-01-16 18:00:00,2,4,2.0,3000.0,2.51,1.5
2024-01-16 19:00:00,2,4,2.0,3000.0,6.64,1.5
2024-01-16 20:00:00,2,4,2.0,3000.0,4.55,1.5
2024-01-16 21:00:00,2,4,2.0,3000.0,2.17,1.5
2024-01-16 22:00:00,2,4,2.0,3000.0,2.15,1.5
2024-01-16 23:00:00,2,4,2.0,3000.0,2.3,1.5
2024-01-17 00:00:00,2,4,2.0,3000.0,1.58,1.5
2024-01-17 01:00:00,2,4,2.0,3000.0,1.84,1.5
2024-01-17 02:00:00,2,4,2.0,3000.0,1.84,1.5
2024-01-17 03:00:00,2,4,2.0,3000.0,2.06,1.5
2024-01-17 04:00:00,2,4,2.0,3000.0,1.93,1.5
2024-01-17 05:00:00,2,4,2.0,3000.0,1.75,1.5
2024-01-17 06:00:00,2,4,2.0,3000.0,1.91,1.5
2024-01-17 07:00:00,2,4,2.0,3000.0,3.18,1.5
2024-01-17 08:00:00,2,4,2.0,3000.0,5.67,1.5
2024-01-17 09:00:00,2,4,2.0,3000.0,2.49,1.5
2024-01-17 10:00:00,2,4,2.0,3000.0,2.65,1.5
2024-01-17 11:00:00,2,4,2.0,3000.0,3.0,1.5
2024-01-17 12:00:00,2,4,2.0,3000.0,2.54,1.5
2024-01-17 13:00:00,2,4,2.0,3000.0,2.99,1.5
2024-01-17 14:00:00,2,4,2.0,3000.0,3.5,1.5
2024-01-17 15:00:00,2,4,2.0,3000.0,3.21,1.5
2024-01-17 16:00:00,2,4,2.0,3000.0,1.98,1.5
2024-01-17 17:00:00,2,4,2.0,3000.0,2.46,1.5
2024-01-17 18:00:00,2,4,2.0,3000.0,6.73,1.5
2024-01-17 19:00:00,2,4,2.0,3000.0,3.45,1.5
2024-01-17 20:00:00,2,4,2.0,3000.0,3.39,1.5
2024-01-17 21:00:00,2,4,2.0,3000.0,1.77,1.5
2024-01-17 22:00:00,2,4,2.0,3000.0,1.77,1.5
